CaseID,Amount,FailureReason,SuccessfulPayments,FailedPayments,Attempts,ExpectedAction,AIAction,FinalAction,ExpectedRisk,AIRisk,PolicyApproved,ExpectedOutcome,ActualOutcome
"eval_case_258",30800,"Insufficient funds in account",0,3,0,"CREATE_PAYMENT_LINK","CREATE_PAYMENT_LINK","CREATE_PAYMENT_LINK","MEDIUM","MEDIUM",true,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_259",30900,"Insufficient funds in account",0,4,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",true,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_260",31000,"Insufficient funds in account",0,5,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",true,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_261",31100,"Insufficient funds in account",0,3,0,"CREATE_PAYMENT_LINK","CREATE_PAYMENT_LINK","CREATE_PAYMENT_LINK","MEDIUM","MEDIUM",true,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_262",31200,"Insufficient funds in account",0,4,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",true,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_263",31300,"Insufficient funds in account",0,5,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",true,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_264",31400,"Insufficient funds in account",0,3,0,"CREATE_PAYMENT_LINK","CREATE_PAYMENT_LINK","CREATE_PAYMENT_LINK","MEDIUM","MEDIUM",true,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_265",31500,"Insufficient funds in account",0,4,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",true,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_266",31600,"Insufficient funds in account",0,5,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",true,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_267",31700,"Insufficient funds in account",0,3,0,"CREATE_PAYMENT_LINK","CREATE_PAYMENT_LINK","CREATE_PAYMENT_LINK","MEDIUM","MEDIUM",true,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_268",31800,"Insufficient funds in account",0,4,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",true,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_269",31900,"Insufficient funds in account",0,5,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",true,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_270",32000,"Insufficient funds in account",0,3,0,"CREATE_PAYMENT_LINK","CREATE_PAYMENT_LINK","CREATE_PAYMENT_LINK","MEDIUM","MEDIUM",true,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_271",32100,"Insufficient funds in account",0,4,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",true,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_272",32200,"Insufficient funds in account",0,5,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",true,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_273",32300,"Insufficient funds in account",0,3,0,"CREATE_PAYMENT_LINK","CREATE_PAYMENT_LINK","CREATE_PAYMENT_LINK","MEDIUM","MEDIUM",true,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_274",32400,"Insufficient funds in account",0,4,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",true,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_275",32500,"Insufficient funds in account",0,5,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",true,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_276",32600,"Insufficient funds in account",0,3,0,"CREATE_PAYMENT_LINK","CREATE_PAYMENT_LINK","CREATE_PAYMENT_LINK","MEDIUM","MEDIUM",true,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_277",32700,"Insufficient funds in account",0,4,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",true,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_278",32800,"Insufficient funds in account",0,5,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",true,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_279",32900,"Insufficient funds in account",0,3,0,"CREATE_PAYMENT_LINK","CREATE_PAYMENT_LINK","CREATE_PAYMENT_LINK","MEDIUM","MEDIUM",true,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_280",33000,"Insufficient funds in account",0,4,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",true,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_281",57810,"Card declined by issuing bank",11,0,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_282",57820,"Card declined by issuing bank",12,0,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_283",57830,"Card declined by issuing bank",13,0,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_284",57840,"Card declined by issuing bank",14,0,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_285",57850,"Card declined by issuing bank",10,0,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_286",57860,"Card declined by issuing bank",11,0,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_287",57870,"Card declined by issuing bank",12,0,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_288",57880,"Card declined by issuing bank",13,0,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_289",57890,"Card declined by issuing bank",14,0,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_290",57900,"Card declined by issuing bank",10,0,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_291",57910,"Card declined by issuing bank",11,0,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_292",57920,"Card declined by issuing bank",12,0,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_293",57930,"Card declined by issuing bank",13,0,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_294",57940,"Card declined by issuing bank",14,0,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_295",57950,"Card declined by issuing bank",10,0,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_296",57960,"Card declined by issuing bank",11,0,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_297",57970,"Card declined by issuing bank",12,0,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_298",57980,"Card declined by issuing bank",13,0,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_299",57990,"Card declined by issuing bank",14,0,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_300",58000,"Card declined by issuing bank",10,0,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_301",58010,"Card declined by issuing bank",11,0,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_302",58020,"Card declined by issuing bank",12,0,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_303",58030,"Card declined by issuing bank",13,0,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_304",58040,"Card declined by issuing bank",14,0,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_305",58050,"Card declined by issuing bank",10,0,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_306",58060,"Card declined by issuing bank",11,0,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_307",58070,"Card declined by issuing bank",12,0,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_308",58080,"Card declined by issuing bank",13,0,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_309",58090,"Card declined by issuing bank",14,0,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_310",58100,"Card declined by issuing bank",10,0,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_311",58110,"Card declined by issuing bank",11,0,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_312",58120,"Card declined by issuing bank",12,0,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_313",58130,"Card declined by issuing bank",13,0,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_314",58140,"Card declined by issuing bank",14,0,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_315",58150,"Card declined by issuing bank",10,0,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_316",58160,"Card declined by issuing bank",11,0,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_317",58170,"Card declined by issuing bank",12,0,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_318",58180,"Card declined by issuing bank",13,0,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_319",58190,"Card declined by issuing bank",14,0,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_320",58200,"Card declined by issuing bank",10,0,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_321",58210,"Card declined by issuing bank",11,0,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_322",58220,"Card declined by issuing bank",12,0,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_323",58230,"Card declined by issuing bank",13,0,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_324",58240,"Card declined by issuing bank",14,0,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_325",58250,"Card declined by issuing bank",10,0,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_326",58260,"Card declined by issuing bank",11,0,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_327",58270,"Card declined by issuing bank",12,0,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_328",58280,"Card declined by issuing bank",13,0,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_329",58290,"Card declined by issuing bank",14,0,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_330",58300,"Card declined by issuing bank",10,0,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_331",58310,"Card declined by issuing bank",11,0,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_332",58320,"Card declined by issuing bank",12,0,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_333",58330,"Card declined by issuing bank",13,0,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_334",58340,"Card declined by issuing bank",14,0,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_335",58350,"Card declined by issuing bank",10,0,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_336",58360,"Card declined by issuing bank",11,0,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_337",58370,"Card declined by issuing bank",12,0,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_338",58380,"Card declined by issuing bank",13,0,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_339",58390,"Card declined by issuing bank",14,0,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_340",58400,"Card declined by issuing bank",10,0,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_341",58410,"Card declined by issuing bank",11,0,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_342",58420,"Card declined by issuing bank",12,0,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_343",58430,"Card declined by issuing bank",13,0,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_344",58440,"Card declined by issuing bank",14,0,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_345",58450,"Card declined by issuing bank",10,0,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_346",58460,"Card declined by issuing bank",11,0,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_347",58470,"Card declined by issuing bank",12,0,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_348",58480,"Card declined by issuing bank",13,0,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_349",58490,"Card declined by issuing bank",14,0,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_350",58500,"Card declined by issuing bank",10,0,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_351",58510,"Card declined by issuing bank",11,0,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_352",58520,"Card declined by issuing bank",12,0,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_353",58530,"Card declined by issuing bank",13,0,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_354",58540,"Card declined by issuing bank",14,0,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_355",58550,"Card declined by issuing bank",10,0,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_356",58560,"Card declined by issuing bank",11,0,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_357",58570,"Card declined by issuing bank",12,0,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_358",58580,"Card declined by issuing bank",13,0,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_359",58590,"Card declined by issuing bank",14,0,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_360",58600,"Card declined by issuing bank",10,0,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_361",58610,"Card declined by issuing bank",11,0,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_362",58620,"Card declined by issuing bank",12,0,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_363",58630,"Card declined by issuing bank",13,0,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_364",58640,"Card declined by issuing bank",14,0,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_365",58650,"Card declined by issuing bank",10,0,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_366",58660,"Card declined by issuing bank",11,0,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_367",58670,"Card declined by issuing bank",12,0,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_368",58680,"Card declined by issuing bank",13,0,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_369",58690,"Card declined by issuing bank",14,0,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_370",58700,"Card declined by issuing bank",10,0,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_371",58710,"Card declined by issuing bank",11,0,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_372",58720,"Card declined by issuing bank",12,0,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_373",58730,"Card declined by issuing bank",13,0,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_374",58740,"Card declined by issuing bank",14,0,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_375",58750,"Card declined by issuing bank",10,0,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
